company	industry	sector	year	url	filename	paragraph	tot_p	p_nr
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	development of therapies and technologies with the potential to save lives and reduce the economic burden of disease on society; and supporting the communities in which we live and work, we are building the future of life-changing innovation. Our corporate responsibility efforts will remain fundamental to fulfilling our mission, which motivates us each and every day.	111	20
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	Sincerely, VINCENT. CIRUZZI CHIEF DEVELOPMENT OFFICER JENNIFER. BANKS CO-CHIEF OPERATING OFFICER, GENERAL COUNSEL & CORPORATE SECRETARY EMILY. SHERIDAN SENIOR VICE PRESIDENT STRATEGIC PROGRAMMING & PHILANTHROPY DEAN. SHIGENAGA CO-PRESIDENT & CHIEF FINANCIAL OFFICER ARI. FRANKEL ASSISTANT VICE PRESIDENT, SUSTAINABILITY & HIGH-PERFORMANCE BUILDINGS 2018 Corporate Responsibility Report 05 ENVIRONMENTAL ALEXANDRIAS DEVELOPMENT & REDEVELOPMENT OF NEW CLASS PROPERTIES Longstanding Commitment to & Leadership in Green Building That Enable Industry-Leading Green Bond Issuance Alexandrias commitment to build sustainably continues. Since delivering one of the worlds first office/laboratory spaces to be certified in the.S. Green Building Councils (USGBC) LEED pilot program for Core & Shell in 2007, Alexandria has pursued and promoted green building practices and targets high levels of green building certification. Alexandria targets minimum of LEED Gold	111	21
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	certification on all new ground-up development projects. We delivered four development projects in 2018, all of which met this goal, and earned two LEED Platinum certifications. Also, Alexandrias new regional office space in Seattle, located at 400 Dexter Avenue North, was awarded LEED Gold certification in 2018. Targeting these high levels of LEED certification enables us to deliver energy-and resource-efficient buildings that also meet or exceed tenant, city, and state requirements for energy and water efficiency and alternative transportation.	111	22
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	As of December 31, 2018, our total asset base in North America includes 58 projects that have achieved or are targeting LEED certification. Our certified projects constituted 34.2% of our total RSF of operating properties as of December 31, 2018, up from 30.4% one year ago and more than twice the Nareit average.	111	23
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	Alexandrias longstanding commitment to LEED certification enabled us to issue our debut green bond, which on June 12, 2018, was priced as public offering of $450 million of senior notes due 2024, to fund development, redevelopment, or tenant improvement projects that have achieved or are targeting LEED Gold or Platinum certification. Alexandrias green bond follows the International Capital Market Association (ICMA) Green Bond Principles, signifying best practices covering use of proceeds, project evaluation and selection, management of proceeds, and reporting. Alexandrias inaugural Green Bond Report is available on the sustainability page of our company website. ALEXANDRIAS SUSTAINABILITY GOALS FOR ALL NEW GROUND-UP DEVELOPMENT PROJECTS Achieve LEED Gold or Platinum certification 25% Reduce energy consumption 25% below the ASHRAE1 90.1-2010 baseline 50% Reduce potable water consumption	111	24
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	outdoors 50% and indoors 35% below the UPC2 baseline Achieve Fitwel certification 65% Divert 65% of construction waste from landfills 5% Pre-wire 5% of total parking spaces to facilitate the installation of electric vehicle charging stations 1. American Society of Heating, Refrigerating and Air-Conditioning Engineers; the ASHRAE 90.1-2010 standard is the baseline standard in LEED v4 for heating, ventilation, air-conditioning, and refrigeration systems.	111	25
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	. Uniform Plumbing Code; UPC baseline requirements cover landscaping for outdoor water consumption, and water closets, urinals, showerheads, faucets, faucet replacement aerators, and metering faucets for indoor water consumption. 06 Alexandria Real Estate Equities, Inc. 510 TOWNSEND STREET, SAN FRANCISCO 510 Townsend Street is 295,333 RSF development project for Stripe, Inc. in our Mission Bay/SoMa submarket of San Francisco. The award-winning, highly sustainable project achieved LEED Platinum certification in 2018. The innovative Class facility features energy-efficient, healthy work spaces; reclaimed-water system; and public improvements that promote walkability and biodiversity. LEED Platinum certification in 2018 Commercial Property Executive (CPE) Distinguished Achievement Award Bronze Award for Best Development in 2018 39% energy savings 55% outdoor water savings 41% indoor water savings 96% of construction waste diverted	111	26
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	from landfills High-performance glazing, daylighting controls, and operable windows to minimize energy consumption and let in fresh air Dynamic glass that adjusts transparency to further optimize energy consumption and preserve views of the outdoors On-site greywater system that saves up to 740,000 gallons of potable water annually and provides water for all outdoor irrigation and the buildings toilets and urinals 2 publicly accessible pedestrian walkways that feature seating constructed of wood reclaimed from the warehouses formerly on-site; variety of native, drought-resistant plants; and public art that includes 60-foot-tall mural by famed street artist RETNA 12,500 RSF roof deck with urban garden that showcases native plants and trees and provides ample seating and open space to enjoy 360 degree view of the San Francisco skyline	111	27
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	-story central atrium to enhance connectivity, with stadium seating on the first floor that can double as event space 5 skylights that provide significant amount of natural light, an iconic central staircase to encourage physical activity and social interaction, and other design strategies that promote wellness 2018 Corporate Responsibility Report 07 ALEXANDRIAS SEATTLE OFFICE AT 400 DEXTER AVENUE NORTH Alexandrias new regional office space in Seattle was awarded LEED Gold certification in 2018, reflecting our commitment to high-quality, energy- and resource-efficient, and healthy work environment for our best-in-class people. LEED Gold certification Fitwel 2 Star certification 27% energy savings from lighting by using LEDs and occupancy sensors 35% indoor water savings 86% of construction waste diverted from landfills 90% of occupied spaces have views	111	28
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	of the outdoors 90% of cleaning chemicals used on-site have Green Seal or ECOLOGO certifications Landscaping irrigation sourced primarily from an on-site stormwater detention tank Composting and recycling programs, including for electronics Dispensers for filtered and sparkling water to minimize consumption of aluminum and plastic Fair trade coffees The Collective, dynamic club with unique amenities designed to bring Seattles leading entrepreneurs and creatives together in an energizing environment State-of-the-art fitness center available 24/7 to all building occupants On-site bicycle storage and electric bicycles available for use by all building occupants 08 Alexandria Real Estate Equities, Inc.	111	29
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	ALEXANDRIAS LIKE-FOR-LIKE REDUCTION GOALS & PERFORMANCE FOR BUILDINGS IN OPERATION1 METRICS 2025 GOAL2 PROGRESS FROM 2017 TO CUMULATIVE PROGRESS SINCE Energy Consumption Reduction (kWh) 25% 2.4% 15.3% Carbon Pollution Reduction (MTCO2e) 30% 2.0% 14.5% Potable Water Consumption Reduction (gal) 10% 0.0% 1.3% Waste Diversion (% in tons)5 45% 2.0% 38.3% ENVIRONMENTAL ALEXANDRIAS EXISTING BUILDINGS Commitment to Operational Excellence Alexandria continuously monitors and improves the operational and environmental performance of our properties to maximize the useful life of equipment and reduce operating costs for our tenants. Our proactive approach enhances the operational and financial performance of our business and supports an energy-efficient and comfortable workplace for our tenants and employees. For buildings in operation, Alexandria is targeting 25% reduction in energy consumption, 30% reduction in carbon	111	30
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	pollution, 10% reduction in potable water consumption, and 45% waste diversion rate by 2025. Progress against these long-term goals is represented below. Our ongoing efforts to reach our goals by the target year are driven foremost by our overarching commitment to operational excellence in sustainability, building efficiency, and service to our tenants.	111	31
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	ALEXANDRIAS GREEN LEASE LANGUAGE Since Alexandrias leases are predominantly triple net, we have green lease language in our form lease that addresses the traditional split incentive between landlords and tenants. These clauses play role in our efforts to reduce the consumption of energy and water and the creation of waste. We annually review our portfolio for opportunities to improve operations, upgrade systems, and execute optimization projects that can improve building efficiency. The capital cost recovery clause in our leases aligns our incentives with those of our tenants to implement projects that reduce operating expenses. We invest in infrastructure and operational practices that enable us to proactively monitor, analyze, and minimize operating expenses for our tenants. Language in the Alexandria form lease enables our recovery of the cost to monitor whole-	111	32
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	building energy and water use, which we use to better understand and manage operating costs and to drive compliance with municipal and state benchmarking ordinances for energy and water. For projects pursuing LEED certification, our form lease includes language that enables Alexandria project teams to obtain from our tenants the information we need to facilitate our compliance with LEED prerequisites and credits.	111	33
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	. Total portfolio data coverage rates are based on Gross Floor Area (GFA) and are as follows: energy and carbon pollution, 78% of GFA in 2017 and 77% of GFA in 2018; water, 61% of GFA in 2017 and 48% of GFA in 2018; and waste, 52% of GFA in 2017 and 39% of GFA in 2018.	111	34
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	. Total GFA for reported building is 21,685,500 in 2017 and 21,677,164 in 2018. 3. Carbon pollution is reported combined for Scope 1, Scope 2, and Scope 3 data in metric tons. METRICS 2017 2018 Energy Consumption (kWh) Data Coverage (sq ft)2 Energy Use Intensity (kWh/sq ft) 971,227,036 16,946,778 57.3 924,163,719 16,592,608 55.7 Carbon Pollution3 Emissions (MTCO2e) Data Coverage (sq ft)2 Carbon Intensity (MTCO2e/sq ft) 221,579 0.0131 16,946,778 204,506 0.0123 16,592,608 Water Consumption (gal) Data Coverage (sq ft)2 Water Use Intensity (gal/sq ft) 422,863,351 13,296,068 31.8 333,805,041 10,416,710 32.0 Waste Diversion (ton) 36.3% 38.3% 2.8% Reduction in Energy Use Intensity From 2017 to 2018 5.7% Reduction in Carbon Intensity From 2017 to 2018 ALEXANDRIAS ENVIRONMENTAL PERFORMANCE FIGURES FOR TOTAL PORTFOLIO, 1. Energy, carbon, and water values are for directly	111	35
Alexandria Real Estate Equities, Inc.	REIT - Industrial	Financial	2018.0	https://www.responsibilityreports.com/HostedData/ResponsibilityReportArchive/a/NYSE_ARE_2018.pdf	AlexandriaRealEstateEquities,Inc.-2018.pdf	managed buildings. 2. Relative to 2015 baseline. 3. Energy, carbon, and water values are for like-for-like buildings from 2017 to 2018. 4. Reflects sum of annual like-for-like progress since 2015. 5. Waste values are for the total portfolio, which includes both indirectly and directly managed buildings. 2018 Corporate Responsibility Report 09 need to conduct experiments and research and to drive new discoveries. Alexandrias asset base, consisting of 237 properties totaling 24.6 million rentable square feet as of December 31, 2018, faces exposure to changing climate and extreme weather conditions. We believe that being mindful about climate-related perils as we design, develop, and operate our buildings will be valued by our tenants and can help our company continue to be successful as we drive superior return to our stockholders in	111	36
